molecule,solvent,label
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CC3=C4C=CC=C3)C4=[O+]5)C5=C1,CCO,524.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CC3=C4C=CC(OC)=C3)C4=[O+]5)C5=C1,CCO,550.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CC3=C4C=CC(O)=C3)C4=[O+]5)C5=C1,CCO,567.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CC3=C4C=CC(NCC)=C3)C4=[O+]5)C5=C1,CCO,573.0
NC1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(C=C3)C(C4(C)C)=CC3=[NH2+])C4=C1,O,552.0
CC(C1=CC(N2CCCC2)=CC=C1C(C3=CC=CC=C3C(O)=O)=C4C=C/5)(C)C4=CC5=[N+]6CCCC\6,O,613.0
CN(C)C1=CC=C(C=C(C=C/2)C(O3)=CC2=[N+](C)\C)C3=C1,O,634.0
CN(C)C1=CC=C(C=C(C=C/2)C([Ge]3(C)C)=CC2=[N+](C)\C)C3=C1,O,621.0
CN(C)C1=CC=C(C=C(C=C/2)C(N3)=CC2=[N+](C)\C)C3=C1,O,493.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(O)C=C4)C3=[O+]5)C5=C1,CO,570.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(O)C(Cl)=C4)C3=[O+]5)C5=C1,CO,577.0
CC1(C)C2=C(C=CC=C2)[N+](CCCCS(=O)([O-])=O)=C1/C=C/C3=CC=C(OC4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4)C(/C=C/C5=[N+](CCCCS(=O)([O-])=O)C6=C(C=CC=C6)C5(C)C)=C3,O,400.0
CC1(C)C2=C(C=CC=C2)N(CCCCS(=O)([O-])=O)/C1=C/C=C(C=C3/C=C/C4=[N+](CCCCS(=O)([O-])=O)C5=C(C=CC=C5)C4(C)C)\C=CC3=O,O,475.0
CCN1/C(C(C)(C)C2=C1C=CC=C2)=C/C=C3CCC/C(C\3=O)=C\C=C4N(CC)C(C=CC=C5)=C5C\4(C)C,CO,530.0
CC1(C)C(/C=C/C=C2C(CC)C(C=CC=C3)=C3C/2(C)C)N(CC)C4=C1C=CC=C4,O,535.0
CC1(C)C(/C=C/C=C/C=C2N(C)C(C=CC=C3)=C3C/2(C)C)N(C)C4=C1C=CC=C4,O,635.0
CC1(C)C(/C=C/C=C/C=C2N(C)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)N(C)C5=C1C(C=CC=C6)=C6C=C5,O,675.0
C[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C=C/C=C3N(C)C(C=CC=C4)=C4C/3(C)C,CC#N,637.0
CC1(C2=C(N/C1=C/C=C/C=C/C3=[NH+]C4=C(C(C)3C)C=C(S(=O)([O-])=O)C=C4)C=CC(S(=O)(O)=O)=C2)C,O,638.0
CC1(C2=C(N/C1=C/C=C(Cl)/C=C/C3=[NH+]C4=C(C(C)3C)C=C(S(=O)([O-])=O)C=C4)C=CC(S(=O)(O)=O)=C2)C.[Br],O,642.0
CC1(C2=C(N/C1=C/C=C(Br)/C=C/C3=[NH+]C4=C(C(C)3C)C=C(S(=O)([O-])=O)C=C4)C=CC(S(=O)(O)=O)=C2)C,O,639.0
CC1(C)/C(NC2=C1C=C(CC([O-])=O)C=C2)=C\C=C\C=C\C3=[N+](CC)C(C=CC(S(=O)([O-])=O)=C4)=C4C3(C)C,O,645.0
CC1(C)C(/C=C/C=C/C=C2N(CC)C(C=CC(S(=O)([O-])=O)=C3)=C3C/2(C)C)=NC4=C1C=C(CC([O-])=O)C=C4,O,480.0
CC1(C)C2=C(C=CC(S(=O)([O-])=O)=C2)N(CCCCCC([O-])=O)/C1=C/C=C(Cl)/C=C/C3=NC4=C(C=C([S+]([O])([O-])=O)C=C4)C3(C)C,O,506.0
CC1(C)C2=C(C=CC=C2)[N+](CCCCS(=O)([O-])=O)=C1/C=C/C3=CC=C(OS(C4=CC=C([N+]([O-])=O)C=C4[N+]([O-])=O)(=O)=O)C(/C=C/C5=[N+](CCCCS(=O)([O-])=O)C6=C(C=CC=C6)C5(C)C)=C3,O,390.0
ClC1=C(/C=C/[N+]2=C(CC3=CC=C(C(O)=O)C=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=C(C(O)=O)C=C6)C(C=CC=C7)=C7C\5(C)C.[Cl-],CO,786.0
ClC1=C(/C=C/[N+]2=C(CCCCCC(O)=O)C3=C(C=CC=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCCC(O)=O)C(C=CC=C5)=C5C\4(C)C.[Br-],CO,782.0
ClC1=C(/C=C/[N+]2=C(CC3=CC=C(C)C=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=C(C)C=C6)C(C=CC=C7)=C7C\5(C)C.[Cl-],CO,785.0
ClC1=C(/C=C/[N+]2=C(CC3=CC=C(F)C=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=C(F)C=C6)C(C=CC=C7)=C7C\5(C)C.[Cl-],CO,784.0
ClC1=C(/C=C/[N+]2=C(CC3=CC=C([N+]([O-])=O)C=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=C([N+]([O-])=O)C=C6)C(C=CC=C7)=C7C\5(C)C.[Br-],CO,785.0
ClC1=C(/C=C/[N+]2=C(CC3=CC=CC=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=CC=C6)C(C=CC=C7)=C7C\5(C)C.[Cl-],CO,784.0
CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(O)=O)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)=[N+](CCCCNC(C5=CC(C(CCS(=O)(O)=O)CCS(=O)([O-])=O)=CC(NCCS(=O)(O)=O)=C5)=O)C6=C1C(C=CC=C7)=C7C=C6,O,680.0
CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(O)=O)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)=[N+](CCCS(=O)([O-])=O)C5=C1C(C=CC=C6)=C6C=C5,CS(C)=O,688.0
CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(O)=O)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)=[N+](CCCCNC(C5=CC(N(CCS(=O)(O)=O)CCS(=O)([O-])=O)=CC(NCCS(=O)(O)=O)=C5)=O)C6=C1C(C=CC=C7)=C7C=C6,CS(C)=O,688.0
CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(O)=O)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)=[N+](CCCCNC(C5=CC(N(CCS(=O)(O)=O)CCS(=O)([O-])=O)=CC(NCCS(=O)(O)=O)=C5)=O)C6=C1C(C=CC=C7)=C7C=C6,O,680.0
CC1(C)C(/C=C/C(CCC/2)=C(SCCC(O)=O)C2=C\C=C3N(CCCS(=O)(O)=O)C(C=CC=C4)=C4C\3(C)C)=[N+](CCCS(=O)([O-])=O)C5=C1C=CC=C5,CS(C)=O,802.0
CC1(C)C(/C=C/C(CCC/2)=C(SCCC(O)=O)C2=C\C=C3N(CCCS(=O)(O)=O)C(C=CC=C4)=C4C\3(C)C)=[N+](CCCS(=O)([O-])=O)C5=C1C=CC=C5,O,777.0
CC(N(CCC1=NC=CC=C1)C2=C(CCC/C2=C\C=C3N(CCC)C(C=CC=C4)=C4C\3(C)C)/C=C/C5=[N+](CCC)C6=C(C=CC=C6)C5)=O.[I-],CS(C)=O,640.0
CC(N(CCCOC)C1=C(CCC/C1=C\C=C2N(CCC)C(C=CC=C3)=C3C\2(C)C)/C=C/C4=[N+](CCC)C5=C(C=CC=C5)C4)=O,CS(C)=O,640.0
CC(N(CCN1CCCCC1)C2=C(CCC/C2=C\C=C3N(CCC)C(C=CC=C4)=C4C\3(C)C)/C=C/C5=[N+](CCC)C6=C(C=CC=C6)C5)=O.[I-],CS(C)=O,635.0
CC(N(CC)C1=C(CCC/C1=C\C=C2N(CCC)C(C=CC=C3)=C3C\2(C)C)/C=C/C4=[N+](CCC)C5=C(C=CC=C5)C4)=O.[I-],CS(C)=O,640.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(C)C(C=CC=C4)=C4C\3(C)C)=[N+](C)C5=C1C=CC=C5,CCO,779.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC)C(C=CC=C4)=C4C\3(C)C)=[N+](CC)C5=C1C=CC=C5,CCO,780.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CCC)C(C=CC=C4)=C4C\3(C)C)=[N+](CCC)C5=C1C=CC=C5,CCO,785.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CCO)C(C=CC=C4)=C4C\3(C)C)=[N+](CCO)C5=C1C=CC=C5,CCO,785.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CCCCCC(O)=O)C(C=CC=C4)=C4C\3(C)C)=[N+](CCCCCC(O)=O)C5=C1C=CC=C5,CCO,785.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=CC=CC=C5S4.[I-],C1CCCO1,435.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=CC=CC=C5S4.[I-],CCO,423.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=CC=CC=C5S4.[I-],O,384.0
CC1(C)C(/C=C/C=C/C=C/C=C2C(C)(C)C(C=CC=C3)=C3N\2CCCC)=[N+](CCCC)C4=C1C=CC=C4,[H]C(N(C)C)=O,764.0
CC1(C)C(/C=C/C=C/C=C/C=C2C(C)(C)C(C=CC=C3)=C3N\2CCCC)=[N+](CCCC)C4=C1C=C(O)C=C4,[H]C(N(C)C)=O,769.0
CC1(C)C(/C=C/C=C/C=C/C=C2C(C)(C)C(C=CC=C3)=C3N\2CCCC)=[N+](CCCC)C4=C1C=C(I)C=C4,[H]C(N(C)C)=O,774.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CCC)C(C=CC=C4)=C4C\3(C)C)=[N+](CCC)C5=C1C=CC=C5.[I-],CCO,781.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CCO)C(C=CC=C4)=C4C\3(C)C)=[N+](CCO)C5=C1C=CC=C5.[I-],CCO,782.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CCCC(O)=O)C(C=CC=C4)=C4C\3(C)C)=[N+](CCCC(O)=O)C5=C1C=CC=C5.[I-],CCO,785.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(C)C(C=CC4=C5C=CC=C4)=C5C\3(C)C)=[N+](C)C6=C1C(C=CC=C7)=C7C=C6.[I-],CCO,818.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC)C(C=CC4=C5C=CC=C4)=C5C\3(C)C)=[N+](CC)C6=C1C(C=CC=C7)=C7C=C6.[I-],CCO,820.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CCCC)C(C=CC4=C5C=CC=C4)=C5C\3(C)C)=[N+](CCCC)C6=C1C(C=CC=C7)=C7C=C6.[I-],CCO,823.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CCC(C)C)C(C=CC=C4)=C4C\3(C)C)=[N+](CCC(C)C)C5=C1C=CC=C5,CO,781.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(C)C(C=CC(/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C4)=C4C\3(C)C)=[N+](C)C5=C1C=C(/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C5,CO,804.0
CCN(CC)C1=CC2[O+]=C(C(CCC/3)=C(OC4=CC=C(C(O)=O)C=C4)C2C=C1)C3=C\C(CCC5)=C6C5=CC(C=CC(N(CC)CC)=C7)=C7O6.O=Cl(=O)([O-])=O,ClC(Cl)Cl,883.0
CCN(CC)C1=CC2[O+]=C(C(CCC/3)=CC2C=C1)C3=C\C=C\C(CCC4)=C5C4=CC(C=CC(N(CC)CC)=C6)=C6O5.O=Cl(=O)([O-])=O,ClC(Cl)Cl,981.0
CCN(CC)C1=CC2[O+]=C(C(CCC/3)=CC2C=C1)C3=C\C=C\C=C\C(CCC4)=C5C4=CC(C=CC(N(CC)CC)=C6)=C6O5.O=Cl(=O)([O-])=O,ClC(Cl)Cl,1089.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC=C6)=C51.[I-],ClCCl,693.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC=C6)=C51.[I-],C1CCCO1,684.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC=C6)=C51.[I-],CCO,682.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC=C6)=C51.[I-],[H]C(N(C)C)=O,683.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC=C6)=C51.[I-],CS(C)=O,686.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CCCC)=[N+](CCCC)C5=CC=C6C(C=CC=C6)=C51.[I-],ClCCl,695.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CCCC)=[N+](CCCC)C5=CC=C6C(C=CC=C6)=C51.[I-],C1CCCO1,684.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CCCC)=[N+](CCCC)C5=CC=C6C(C=CC=C6)=C51.[I-],CO,681.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CCCC)=[N+](CCCC)C5=CC=C6C(C=CC=C6)=C51.[I-],CCO,685.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC=C3)=C3C=C4)=C4N/2CCCC)=[N+](CCCC)C5=CC=C6C(C=CC=C6)=C51.[I-],[H]C(N(C)C)=O,686.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC(Br)=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC(Br)=C6)=C51.[I-],ClCCl,699.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC(Br)=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC(Br)=C6)=C51.[I-],C1CCCO1,685.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC(Br)=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC(Br)=C6)=C51.[I-],CC(C)=O,685.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC(Br)=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC(Br)=C6)=C51.[I-],CCO,688.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC(Br)=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC(Br)=C6)=C51.[I-],CC#N,682.0
CC1(C)C(/C=C/C=C/C=C2C(C)(C)C(C(C=CC(Br)=C3)=C3C=C4)=C4N/2CC)=[N+](CC)C5=CC=C6C(C=CC(Br)=C6)=C51.[I-],[H]C(N(C)C)=O,689.0
CC1(C)C(/C=C/C=C/C=C/C=C2N(CCCCS(=O)(O[K])=O)C(C=CC(C(O)=O)=C3)=C3C/2(C)C)=[N+](CC)C4=C1C5=C(C=C4)C(S(=O)(O[K])=O)=CC(S(=O)([O-])=O)=C5,O,761.0
CC1(C)C(/C=C/C=C/C=C/C=C2N(CCCCS(=O)(O[K])=O)C(C=CC(C(O)=O)=C3)=C3C/2(C)C)=[N+](CCCCS(=O)([O-])=O)C4=C1C5=C(C=C4)C=C(S(=O)(O[K])=O)C=C5,O,750.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC)C(C=CC(S(=O)(O)=O)=C4)=C4C\3(C)C)=[N+](CC)C5=CC=C(S(=O)([O-])=O)C=C51,O,778.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC)C(C=CC(S(=O)(O)=O)=C4)=C4C\3(C)C)=[N+](CC)C5=CC=C(S(=O)([O-])=O)C=C51,CO,785.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC)C(C=CC(S(=O)(O)=O)=C4)=C4C\3(C)C)=[N+](CC)C5=CC=C(S(=O)([O-])=O)C=C51,[H]C(N(C)C)=O,801.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC)C(C=CC(S(=O)(O)=O)=C4)=C4C\3(C)C)=[N+](CC)C5=CC=C(S(=O)([O-])=O)C=C51,CS(C)=O,805.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC4=CC=CC=C4)C(C=CC(S(=O)(O)=O)=C5)=C5C\3(C)C)=[N+](CC6=CC=CC=C6)C7=CC=C(S(=O)([O-])=O)C=C71,O,783.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC4=CC=CC=C4)C(C=CC(S(=O)(O)=O)=C5)=C5C\3(C)C)=[N+](CC6=CC=CC=C6)C7=CC=C(S(=O)([O-])=O)C=C71,CCO,796.0
CC1(C)C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3N(CC4=CC=CC=C4)C(C=CC(S(=O)(O)=O)=C5)=C5C\3(C)C)=[N+](CC6=CC=CC=C6)C7=CC=C(S(=O)([O-])=O)C=C71,CS(C)=O,811.0
CC1(C)C(/C=C/C(CCC/2)=C(NC3=CC=C(OC)C=C3)C2=C\C=C4N(CC5=CC=CC=C5)C(C=CC(S(=O)(O)=O)=C6)=C6C\4(C)C)=[N+](CC7=CC=CC=C7)C8=CC=C(S(=O)([O-])=O)C=C81,O,686.0
CC1(C)C(/C=C/C(CCC/2)=C(NC3=CC=C(OC)C=C3)C2=C\C=C4N(CC5=CC=CC=C5)C(C=CC(S(=O)(O)=O)=C6)=C6C\4(C)C)=[N+](CC7=CC=CC=C7)C8=CC=C(S(=O)([O-])=O)C=C81,CO,689.0
CC1(C)C(/C=C/C(CCC/2)=C(NC3=CC=C(OC)C=C3)C2=C\C=C4N(CC5=CC=CC=C5)C(C=CC(S(=O)(O)=O)=C6)=C6C\4(C)C)=[N+](CC7=CC=CC=C7)C8=CC=C(S(=O)([O-])=O)C=C81,CCO,694.0
CC1(C)C(/C=C/C(CCC/2)=C(NC3=CC=C(OC)C=C3)C2=C\C=C4N(CC5=CC=CC=C5)C(C=CC(S(=O)(O)=O)=C6)=C6C\4(C)C)=[N+](CC7=CC=CC=C7)C8=CC=C(S(=O)([O-])=O)C=C81,CS(C)=O,712.0
CC1(C)C(/C=C/C(CCC/2)=C(SCC(O)=O)C2=C\C=C3N(CC4=CC=CC=C4)C(C=CC(S(=O)(O)=O)=C5)=C5C\3(C)C)=[N+](CC6=CC=CC=C6)C7=CC=C(S(=O)([O-])=O)C=C71,CCO,795.0
CC1(C)C(/C=C/C(CCC/2)=C(SCC(O)=O)C2=C\C=C3N(CC4=CC=CC=C4)C(C=CC(S(=O)(O)=O)=C5)=C5C\3(C)C)=[N+](CC6=CC=CC=C6)C7=CC=C(S(=O)([O-])=O)C=C71,[H]C(N(C)C)=O,804.0
CC1(C)C(/C=C/C(CCC/2)=C(SCC(O)=O)C2=C\C=C3N(CC4=CC=CC=C4)C(C=CC(S(=O)(O)=O)=C5)=C5C\3(C)C)=[N+](CC6=CC=CC=C6)C7=CC=C(S(=O)([O-])=O)C=C71,CS(C)=O,815.0
CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC=CC=C3)C2=C\C=C4N(CC5=CC=CC=C5)C(C=CC(S(=O)(O)=O)=C6)=C6C\4(C)C)=[N+](CC7=CC=CC=C7)C8=CC=C(S(=O)([O-])=O)C=C81,O,794.0
CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC=C(N)C=C3)C2=C\C=C4N(CC5=CC=CC=C5)C(C=CC(S(=O)(O)=O)=C6)=C6C\4(C)C)=[N+](CC7=CC=CC=C7)C8=CC=C(S(=O)([O-])=O)C=C81,O,795.0
CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC=C(NC(C)=O)C=C3)C2=C\C=C4N(CC5=CC=CC=C5)C(C=CC(S(=O)(O)=O)=C6)=C6C\4(C)C)=[N+](CC7=CC=CC=C7)C8=CC=C(S(=O)([O-])=O)C=C81,O,798.0
CC1(C)C(/C=C/C=C/C=C/C=C2N(CCCCS(=O)(O[Na])=O)C(C=CC3=C4C=CC=C3)=C4C\2(C)C)=[N+](CCCCS(=O)([O-])=O)C5=CC=C6C(C=CC=C6)=C51,CCO,783.0
CC1(C)C(/C=C/C2=C(Cl)/C(CCC2)=C/C=C3N(CCCCS(=O)(O[Na])=O)C(C=CC4=C5C=CC=C4)=C5C\3(C)C)=[N+](CCCCS(=O)([O-])=O)C6=CC=C7C(C=CC=C7)=C61,CCO,818.0
CC1(C)C(/C=C/C=C/C=C/C=C2N(C)C(C=CC3=C4C=CC=C3)=C4C\2(C)C)=[N+](C)C5=CC=C6C(C=CC=C6)=C51.O=Cl(=O)([O-])=O,CCO,777.0
CC1(C)C(/C=C/C2=C(Cl)/C(CCC2)=C/C=C3N(C)C(C=CC4=C5C=CC=C4)=C5C\3(C)C)=[N+](C)C6=CC=C7C(C=CC=C7)=C61.O=Cl(=O)([O-])=O,CCO,815.0
CN(C)C1=CC=C(/C=C/C=C/C2=[N+](CC)C3=C(C=CC=C3)S2)C=C1,ClCCl,620.0
CN(C)C1=CC=C(/C=C/C=C/C2=[N+](CC3=CC=CC=C3)C4=C(C=CC=C4)S2)C=C1,ClCCl,636.0
CN(C)C1=CC=C(/C=C/C=C/C2=[N+](CC3=CC=CC=C3)C4=C(C=CC=C4)S2)C=C1,O,541.0
CC1=C(C=C(OC)C=C2)N2C(/C=C/C=C/C=C3[N+]4=CC=C(OC)C=C4C(C)=C/3C5=CC=CC=C5)=C1C6=CC=CC=C6,CS(C)=O,838.0
CC1=C(C=C(OC)C=C2)N2C(/C=C/C=C/C=C3[N+]4=CC=C(OC)C=C4C(C)=C/3C5=CC=CC=C5)=C1C6=CC=CC=C6,ClCCl,823.0
CC1(C)C(/C=C/C=C/C=C/C=C2N(CCCCS(=O)([O-])=O)C(C=CC3=C4C=CC=C3)=C4C\2(C)C)=[N+](CCCCS(=O)([O-])=O)C5=C1C(C=CC=C6)=C6C=C5.[Na+],CS(C)=O,797.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=C(O4)C=CC=C5.[I-],CS(C)=O,410.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=C(O4)C=CC=C5.[I-],CCO,415.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=C(O4)C=CC=C5.[I-],CO,409.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=C(O4)C=CC=C5.[I-],O,403.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=C(O4)C=CC(C(C)(C)C)=C5.[I-],[H]C(N(C)C)=O,417.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=C(O4)C=CC(C(C)(C)C)=C5.[I-],CS(C)=O,418.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3S2)C=C(C)C=C1C4=NC5=C(O4)C=CC(C(C)(C)C)=C5.[I-],CCO,420.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3C2(C)C)C=C(C)C=C1C4=NC5=C(O4)C=CC=C5.[I-],CCO,443.0
OC1=C(/C=C/C2=[N+](CC)C(C=CC=C3)=C3C2(C)C)C=C(C)C=C1C4=NC5=C(O4)C=CC=C5.[I-],C1CCCO1,443.0
CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(O)=O)C(C=C(C=CC=C3)C3=C4)=C4C/2(C)C)=[N+](CCCS(=O)([O-])=O)C5=CC=C6C(C=CC=C6)=C51,CS(C)=O,688.0
CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(NCC(S(=O)(O)=O)C(NCC(S(=O)(O)=O)C(O)=O)=O)=O)C(C=C(C=CC=C3)C3=C4)=C4C/2(C)C)=[N+](CCCS(=O)([O-])=O)C5=CC=C6C(C=CC=C6)=C51,O,679.0
ClC1=C(CCC/C1=C\C=C2N(CCCCS(=O)([O-])=O)C3=CC=CC4=CC=CC\2=C34)/C=C/C5=[N+](CCCCS(=O)([O-])=O)C6=CC=CC7=CC=CC5=C67.[Na+],O,1046.0
ClC1=C(CCC/C1=C\C=C2N(CCCCS(=O)([O-])=O)C3=CC=CC4=CC=CC\2=C34)/C=C/C5=[N+](CCCCS(=O)([O-])=O)C6=CC=CC7=CC=CC5=C67.[Na+],O=S(C)C,1039.0
ClC(/C(CC1)=C/C=C(C2=C(C3=CC=CC=C3)N(CCCCS(=O)([O-])=O)C4=CC=CC=C24)\C5=C(C6=CC=CC=C6)N(CCCCS(=O)([O-])=O)C7=C5C=CC=C7)=C1/C=C/C(C8=C(C9=CC=CC=C9)N(CCCCS(=O)([O-])=O)C%10=C8C=CC=C%10)=C%11C(C=CC=C%12)=C%12[N+](CCCCS(=O)([O-])=O)=C/%11C%13=CC=CC=C%13.[Na+].[Na+].[Na+],O,1041.0
ClC(/C(CCC1)=C/C=C(C2=C(C3=CC=CC=C3)N(CCCCS(=O)([O-])=O)C4=CC=CC=C24)\C5=C(C6=CC=CC=C6)N(CCCCS(=O)([O-])=O)C7=C5C=CC=C7)=C1/C=C/C(C8=C(C9=CC=CC=C9)N(CCCCS(=O)([O-])=O)C%10=C8C=CC=C%10)=C%11C(C=CC=C%12)=C%12[N+](CCCCS(=O)([O-])=O)=C/%11C%13=CC=CC=C%13.[Na+].[Na+].[Na+],O,1021.0
ClC(/C(CCC1)=C/C=C(C2=C(C3=CC=CC=C3)N(CCCCS(=O)([O-])=O)C4=CC5=C(OCO5)C=C24)\C6=C(C7=CC=CC=C7)N(CCCCS(=O)([O-])=O)C8=C6C=C9C(OCO9)=C8)=C1/C=C/C(C%10=C(C%11=CC=CC=C%11)N(CCCCS(=O)([O-])=O)C%12=C%10C=C%13C(OCO%13)=C%12)=C%14C(C=C(OCO%15)C%15=C%16)=C%16[N+](CCCCS(=O)([O-])=O)=C/%14C%17=CC=CC=C%17.[Na+].[Na+].[Na+],O,1035.0
